alert.corr.obs	orient.corr.obs	control.corr.obs
CIB1	-0.2602484545973	-0.429815949277278	-0.238736806472599
CIB2	-0.225746728021229	-0.362083560386192	-0.141530185625464
CIB3	0.0189358632978826	-0.00689980061989741	0.00519541769845749
CIC	-0.097128499676877	-0.111067159112507	-0.121111357937181
CIDEA	0.300521184353242	0.224166367581506	0.21424504159483
CIDEB	-0.143505066533751	-0.191360876616033	-0.160891917027876
CIDEC	0.209612551938213	0.19223926580336	0.173993896713809
CIDECP	0.147829470704538	0.105822469300145	0.0448424580235897
CILP	0.159715143315446	0.115449839188531	0.0931155222700955
CILP2	-0.0296833105708238	-0.0604820102341112	-0.0104100011420305
CINP	-0.195038937397325	-0.301447691135909	-0.101063014054669
CIP2A	-0.182456800896672	-0.201247484032727	-0.111496603143729
CIPC	-0.0421332821873128	-0.0811505048035193	-0.00800475818686709
CIR1	0.0765647841825852	0.123587843149578	0.103355199424274
CIRBP	-0.108314689282684	-0.112128266303752	-0.0878008331771247
CISD1	0.0483917095437592	-0.0173961054190374	-0.00331999903890183
CISD2	0.326110533558143	0.386476016530052	0.259893266139164
CISD3	-0.0779624069624459	-0.276649204540614	-0.131426790471028
CISH	-0.0665407132403761	0.00182073025833395	-0.0307893311482263
CIT	0.258295755034768	0.400568965472601	0.173746079834026
CITED1	0.0918866782941806	0.0766542464502645	0.0117222375869975
CITED2	0.156690809123453	0.222523883155289	0.144421443664938
CITED4	-0.147303512910798	-0.160605142435466	-0.1330798517933
CIZ1	0.101029887824047	0.184997491830926	0.0766992391100887
CKAP2	0.190742746286223	0.195364238737914	0.0820025414120883
CKAP4	0.0489820191509384	-0.0433440662696928	-0.0379867508917971
CKAP5	0.163442710813348	0.185332141890867	0.0937943912786252
CKB	0.208178738018094	0.166166878990053	0.13523153878409
CKM	0.0455549419279163	0.107352815783592	0.114122683500479
CKMT1A	0.145818253529599	0.104078033086971	0.0218453717770367
CKMT1B	0.307085600450585	0.453463569914165	0.253203795286672
CKMT2	-0.00642640730165666	-0.066573393921427	0.0739539226433553
CKMT2.AS1	0.0416565873342107	0.0678283518285632	0.0106679914369244
CKS1B	-0.24573124625696	-0.34616802934821	-0.199456956581814
CKS2	0.156298129042279	0.199909218135947	0.0368516984350843
CLASP1	0.068539518346902	0.0308098147438594	0.0257290028083984
CLASP2	0.0545910592102651	0.121793710075235	0.0838105018356121
CLASRP	0.102890738182828	0.144091045932591	0.0505137824440442
CLBA1	-0.173214237139487	-0.229834994329914	-0.121385703507527
CLCA4	-0.0246424240059972	-0.0526298892711576	-0.0215698881055552
CLCC1	-0.153401638076127	-0.188072794496008	-0.115798699110006
CLCN1	0.123382183256048	0.169231753323633	0.0949291496230755
CLCN2	0.143537874462149	0.13613204966448	0.00403782661284943
CLCN3	0.00948910322055871	0.0066968624068792	0.0302822061805296
CLCN4	0.291138323012957	0.369013645661955	0.250479656366383
CLCN5	0.0558012522728501	-0.0642972763693409	0.0627785579608029
CLCN6	-0.0317393091369263	-0.192826421385119	-0.142971830530441
CLCN7	-0.0333935249794994	-0.0644493656641437	-0.0331383955583339
CLCNKA	0.0452106706394227	0.00191902801298346	-0.0394583726243703
CLDN10	-0.262992980358682	-0.297241233285992	-0.0969095361064748
CLDN11	0.0508140626472992	0.0221172017883408	0.00419038841903057
CLDN12	0.0370801049252057	0.047556301064422	-0.0177054904117725
CLDN14	-0.0438165122733689	-0.0922856467328377	-0.0763564791031856
CLDN15	0.0200512252539463	0.0259482033844594	-0.054204525345304
CLDN19	0.0468771648941989	0.0690586809839536	0.055753477529072
CLDN3	0.0505027618504107	0.171773173745302	0.0824435714521682
CLDN4	-0.149702988104206	-0.221346470637846	-0.192446662709964
CLDN5	0.0689339565628289	-0.00405554477467936	-0.0921524723864667
CLDN9	0.160031496522064	0.197275091641509	0.13317965765108
CLDND1	0.0612828197397405	0.0200486851785357	0.0140425523685386
CLDND2	-0.0803703688832688	-0.220363382542708	-0.131104671427288
CLEC11A	0.145724569801628	0.037245911607636	0.0233298678714993
CLEC12A	0.129418273890122	0.035181960418961	-0.0125826297615508
CLEC14A	-0.0343213891588222	-0.133203754922204	-0.0786805922048925
CLEC16A	0.318538446208313	0.407200505937317	0.236883544862663
CLEC18B	-0.316721860688018	-0.464130767299273	-0.328242198054068
CLEC2B	0.0544915202332141	0.0347551024506248	0.0241781886293762
CLEC2D	-0.198537720927931	-0.209330114214318	-0.0993138904657949
CLEC2L	0.264298416263581	0.232364210558012	0.198088802552481
CLEC3B	0.0122713723255993	-0.0970555663114115	-0.102709549515895
CLEC4A	-0.0938737053967105	-0.174062399803503	-0.16519499631838
CLEC4G	-0.0635381142101151	-0.132680784793351	-0.0263085778962118
CLEC4M	0.264296543852845	0.31413298019679	0.17862251785334
CLEC9A	-0.145417704435694	-0.202431313823145	-0.196053493021942
CLGN	0.232584499391854	0.323975695676401	0.196269172447772
CLHC1	-0.0620747368521408	-0.0922340074666664	-0.0113760334734387
CLIC1	-0.0119288825439489	-0.0620393538836143	-0.0617557546569019
CLIC2	0.050501401477568	0.0376532141555472	0.0683802203371894
CLIC3	-0.0833595558546245	-0.114871242363115	-0.163355452831831
CLIC4	-0.0412986552482043	-0.0939845024365735	-0.0452137598596501
CLIC5	-0.222783179668524	-0.271655079735826	-0.191461148967125
CLIC6	-0.0223104679870777	-0.0235633127239953	-0.0681777624893667
CLINT1	-0.144229697882847	-0.153982036464897	-0.0840300993570007
CLIP1	-0.00572588398622833	-0.0323555049283906	-0.100952383964379
CLIP2	0.250125040570003	0.204441400545327	0.0861306499648405
CLIP3	-0.10014184910675	-0.148381390251107	-0.0984053927025986
CLIP4	0.0886407056097792	0.113503933224118	0.0918263214737082
CLK1	-0.175381192480439	-0.149073768507422	-0.0885178960210025
CLK2	0.0492432469888239	0.13832015629896	0.127088241006785
CLK2P1	0.0156276107932471	0.0935603128857033	-0.0259468207117925
CLK3	0.253627339759752	0.295128975054097	0.129122462576927
CLK4	0.0254744671799979	0.161908895014554	0.0686718138935874
CLMN	0.106573966957349	0.200335688332674	0.150355210451965
CLMP	0.196351649171598	0.206477147379051	0.150442721130355
CLN3	0.00587560546600879	-0.026041512473239	-0.154113883015929
CLN5	0.0651105891672378	0.093068795719748	0.11627911789654
CLN6	0.316895363255187	0.351084903026477	0.204006455010403
CLN8	0.00833642534292807	-0.0174281637618031	0.0359216201248509
CLNS1A	-0.0887615868977006	-0.220695333593968	-0.163421747415537
CLOCK	0.170084206181281	0.268412001997664	0.164720968112751
CLP1	0.186805928220764	0.186979586386408	0.10201168179816
CLPB	-0.209637102676859	-0.328674687679021	-0.207140972390481
CLPP	-0.0485226917391097	-0.179946343066829	-0.0637262228470861
CLPS	-0.0754597730796129	-0.211060326100377	-0.0970074538061006
CLPSL1	0.100653713170806	-0.0166532815964093	0.0240122316868696
CLPTM1	0.0804361642431478	0.0711217361334424	0.0756910824997805
CLPTM1L	0.0144587947763112	0.0213872243547473	0.0519196422765736
CLPX	0.266686848483873	0.292587265641595	0.156656960554968
CLSTN1	0.103073529828265	0.0084250287451297	-0.0677847879246536
CLSTN2	0.0138365173873066	-0.0534891708507024	-0.0190967054965188
CLSTN3	-0.00433744755760487	-0.026933438892027	0.00869133446154758
CLTA	0.114636344670048	0.040981823988878	0.022132555702717
CLTB	0.0567637631003788	0.0139344117075991	-0.00434792605773355
CLTC	0.00759576059918512	-0.0634755262555893	-0.0757401554384775
CLTCL1	-0.308776869953396	-0.443937166430676	-0.274697834096837
CLU	-0.134809658085242	-0.244130085930876	-0.0828064987484371
CLUAP1	0.0784033923000456	0.127130140668617	0.168341919174827
CLUH	-0.0171394382486118	-0.00221208818119308	-0.0281670096854673
CLUHP3	0.0947684272675643	0.136731569081837	0.0384923182199814
CLUL1	-0.0658532704754227	-0.115569172115727	-0.114995833640988
CLVS1	0.097961897615009	0.188737548372541	0.0096677815502218
CLVS2	0.123788304016295	0.192635092543255	0.0579162198406806
CLYBL	0.0883954114542003	0.0835723735039238	0.0270803402407657
CMAHP	0.0496887169607949	0.0622438000481882	0.115232283310964
CMAS	-0.0916024496517945	-0.208194801259343	-0.0550575359616983
CMBL	-0.0198863032849719	0.00759280689366619	-0.113017266197988
CMC1	0.0487171027530689	-0.0651408267137955	-0.0139375769986579
CMC2	0.0964255632955247	0.0323215486152237	0.0422485935193533
CMC4	-0.0507909840397761	-0.0306044274037547	-0.0393018253505637
CMIP	-0.159583554387453	-0.226798349728712	-0.156684608757137
CMKLR1	-0.0913512740332845	-0.0844587768798111	-0.0733149502506431
CMPK1	0.146779754841785	0.198336583306011	0.0975715058672739
CMPK2	0.122260315087865	0.18424003667209	0.0411833988356197
CMSS1	-0.234161433542148	-0.35023406736442	-0.191118768679496
CMTM3	-0.197555857115493	-0.301841710038478	-0.185348721972691
CMTM4	-0.171522113122734	-0.352546976734115	-0.268070107923206
CMTM5	0.077717828573638	0.0159978460058315	0.0436808699161622
CMTM6	-0.13695896504674	-0.215228907281249	-0.16514109957948
CMTM7	-0.27645322831933	-0.384487039689937	-0.27408171809516
CMTM8	-0.301371717042176	-0.405306520554973	-0.275616843343764
CMTR1	0.0116174364115152	0.0769628953036589	0.0346382902516154
CMTR2	-0.0571279473860411	0.00170455127056059	-0.0118147699490365
CMYA5	0.214400519392855	0.235207286446234	0.154071468685657
CNBP	-0.0262661521999171	0.023498907627155	0.000374588936508616
CNDP1	0.194384542096455	0.248426451013509	0.174271717518958
CNDP2	-0.032929414179716	-0.0482257983171199	0.0384567695270432
CNEP1R1	0.2548759897088	0.310904316876782	0.200599882406778
CNFN	0.131787802270482	0.134638862787392	-0.00840966107935653
CNGB1	-0.294265631946402	-0.39656892019954	-0.248724622112423
CNIH1	0.251840566826935	0.274143093414308	0.19482907628747
CNIH2	-0.1915511943151	-0.309209080153139	-0.11441988895484
CNIH3	-0.162430849633459	-0.325626588775897	-0.217848934467126
CNIH4	0.0189747723596194	-0.0526188564880515	0.00291330672054407
CNKSR2	0.0920517994287237	0.181087432310493	0.0304671665689187
CNKSR3	0.0700969001890586	0.0462387455701052	0.0795653596427698
CNMD	-0.267711390889942	-0.401637371385404	-0.248495741971065
CNN1	0.00974781644414156	-0.0755068846966025	-0.0137926863047688
CNN2	0.0986893592579243	0.00484501485825733	-0.00812751812281405
CNN3	-0.266341608051469	-0.335267967324168	-0.11893146933608
CNNM1	0.256316321673239	0.284309271297943	0.148449424323213
CNNM2	0.0911061795041137	0.0778141503946533	0.0103913351197269
CNNM3	0.0690615408078049	0.136658728229262	0.0808990503544904
CNNM4	-0.142446736887573	-0.0588922937903558	-0.0224937255285341
CNOT1	0.0490589364059449	0.0967138024602995	0.0261347878022453
CNOT10	0.097999631802476	0.0268360171724157	-0.020383284056833
CNOT11	0.0966805706057015	0.0614765198229672	-0.00991093710228319
CNOT2	0.0532853607368906	0.0940781913353639	0.143908102641339
CNOT3	0.0359426147375069	0.0597850272153059	0.0138625020871503
CNOT4	-0.0431911516482141	-0.0549926806922016	-0.0399553608162165
CNOT6	-0.000144250403520391	0.0291622297994834	0.0458413304145982
CNOT6L	0.23933893411943	0.353927593314251	0.204485863413721
CNOT7	0.00972158072973307	-0.0455855106428613	0.0250687486524617
CNOT8	0.148596646373838	0.237329876223605	0.221896257791366
CNOT9	-0.0743491154693857	-0.0671965153881025	-0.0516132003958058
CNP	0.0809320024900012	0.0697351874883233	0.0527074273068875
CNPPD1	0.0470431074991187	0.0782766939038278	0.0506478787521027
CNPY1	-0.0299878009465772	-0.109205609476792	-0.103941890754514
CNPY2	-0.2202643500524	-0.289801814424599	-0.143480093923651
CNPY3	-0.115652248392714	-0.136093428938227	-0.0548879892099589
CNPY4	0.0350093693455359	0.0436081852289024	0.0364039630912721
CNR1	-0.302438453581357	-0.475549656168852	-0.271908444034306
CNR2	0.00632843821566381	-0.0239795618934778	-0.0239105895914073
CNRIP1	-0.258303925610002	-0.327760832934105	-0.19464668094356
CNST	0.257473613888336	0.330096469327909	0.186190818188989
CNTFR	-0.0141659608385892	0.0895285127802173	0.0810511579983014
CNTLN	0.0858217859496237	0.138297463592559	0.0505932357780654
CNTN1	-0.252094389286163	-0.331135573421819	-0.18657895970583
CNTN2	0.0897316641411441	0.0699129387845656	0.0448697179600091
CNTN3	-0.416077602836686	-0.470359841533793	-0.293451398474682
CNTN4	0.0506104162080408	-0.0279503597418206	0.0613613201307884
CNTN5	-0.0125264285929539	0.0781014637204164	0.00391785861922877
CNTN6	-0.100556921246018	-0.27895661014041	-0.112681313127466
CNTNAP1	0.18188046249199	0.200914766118392	0.102346202517788
CNTNAP2	0.0234345629989216	-0.0386283890413734	0.0253055043305207
CNTNAP3	-0.235607375303826	-0.342112520589048	-0.155401820589121
CNTNAP3B	-0.121372783984834	-0.160079335249265	-0.062179365954683
CNTNAP4	-0.158439429977155	-0.157788102423221	-0.0601234788965342
CNTNAP5	0.111477643071004	0.201262181359764	0.00416363014710172
CNTRL	0.0997021211241502	0.175743676283804	0.103842346194104
CNTROB	-0.00809061436819104	-0.0601850482591309	-0.0945496510032137
COA1	0.0992686616226419	0.081042461568651	0.13541713463667
COA3	-0.140736842477997	-0.224433096609015	-0.0918526841392444
COA4	-0.148991977307562	-0.144253154671827	-0.0509111087725769
COA5	-0.0397458511269525	-0.105577265740165	0.0324286394227757
COA6	-0.0812631371794836	-0.1804040411512	-0.079183358834614
COA7	-0.0359064372394029	-0.101272427417955	-0.0531624268862984
COASY	0.169621654003501	0.12823829013906	0.0864165644730257
COBL	-0.0719597634940804	-0.0575123321424157	-0.0746757069706613
COBLL1	0.142727536260884	0.197246761760325	0.0942025024079009
COCH	-0.270276595330867	-0.361820382141077	-0.216678459407739
COG1	-0.151219063239069	-0.267540738928714	-0.15496677061615
COG2	0.214061090960968	0.332374178509309	0.238227469324658
COG3	-0.0731055770218502	-0.0203936488996221	-0.062451151185514
COG4	-0.0645170914368905	-0.0394297247003775	0.00888157854705488
COG5	-0.238536886684295	-0.35410802866166	-0.213095584019855
COG6	-0.250269580192009	-0.335729633102827	-0.168027517129701
COG7	0.0754977298583673	0.0954828427581318	0.0104267441693234
COG8	0.0131390956703381	-0.0530438665005302	-0.0167398481648928
COIL	0.115471675500244	0.233534569217215	0.146539286684311
COL10A1	-0.125279391143604	-0.135649152026136	-0.161939441184997
COL11A1	-0.0916913959543764	-0.203951228005776	-0.0385088691081348
COL11A2	-0.0529570657249938	0.0154359530192786	-0.0883566182108372
COL12A1	-0.1103287585241	-0.120597141764788	-0.10101289634094
COL13A1	0.0968366871238538	0.221581346813591	0.0226316252955067
COL16A1	-0.167516686694017	-0.374022226025264	-0.174799779972514
COL18A1	-0.0656207104433319	-0.186948326789501	-0.0996406489251969
COL19A1	0.146829745908264	0.216274919417377	0.149065578442359
COL1A2	-0.0408953333588587	-0.112395028745892	-0.0616276886802383
COL21A1	-0.299691379422333	-0.381847015394284	-0.233455151614206
COL22A1	0.107434387098588	0.0720718699105416	-0.0287182360244883
COL23A1	-0.225460357514084	-0.318280113560707	-0.187516012148117
COL24A1	0.0576322765843168	-0.036683785944885	-0.000523183876309391
COL25A1	-0.0394551364396564	-0.223466422327916	-0.133491840953138
COL26A1	0.0398516988511634	0.0659285768665862	0.0215714039141224
COL27A1	0.291869487233112	0.369760655583058	0.201771544884076
COL4A1	-0.174392917575156	-0.311851802199143	-0.218430257203557
COL4A2	-0.20011664503835	-0.34226305003162	-0.293242174859072
COL4A3BP	0.117906959719236	-0.00351921334607534	0.065550545032005
COL4A4	0.187871890172524	0.119491898630122	0.0568487300411082
COL4A5	0.013681620004887	-0.0234484392641424	0.00669948703698088
COL5A1	0.145496237066371	0.325234862425745	0.110861433254379
COL5A2	0.137890016587347	0.0406403404483026	0.101858377755149
COL5A3	-0.151661969503248	-0.266716190377411	-0.0818392294635064
COL6A1	0.291671736203357	0.352279810916775	0.180276331675276
COL6A2	0.00787361177053761	0.0679391913679964	0.0151706511398208
COL6A3	0.00813742893949615	0.0249944837432409	-0.0457517651183694
COL6A6	0.121837449231945	0.0587705553871844	0.0215579162795924
COL7A1	0.257774007788974	0.332640490696077	0.121345842148214
COL8A1	0.0194672967912921	-0.022877184833085	-0.0725654864113374
COL8A2	-0.0689366991658193	-0.0753967359095694	-0.0729393554554369
COL9A1	-0.128709559849169	-0.176375423732461	-0.100491298922557
COL9A2	0.025151603437481	-0.0210428448618305	0.0492856742544383
COL9A3	0.165396515574871	0.210052877137015	0.128216058786886
COLCA1	-0.146560671270047	-0.281615087022756	-0.207982499872872
COLCA2	-0.0357249366517794	-0.102451483487093	-0.0805111379993109
COLEC11	-0.0598402663053477	-0.185696903083103	-0.154939246656341
COLEC12	-0.0875365853970916	-0.205226260113865	-0.064667605141691
COLGALT1	-0.0230071833712785	-0.00416832845837381	-0.0109664090971251
COLGALT2	0.0742411486295923	0.0460668383434233	0.0701749676374742
COLQ	-0.11545450622687	-0.121541228112799	-0.11130961031868
COMMD1	-0.0136481985551409	-0.0873165807283746	-0.0602976892267676
COMMD10	0.0855675263745208	0.0702516218916653	0.115070738435269
COMMD2	-0.0143392405129418	-0.0401464966750383	0.0808338249749001
COMMD3	0.0192861743723696	-0.00697549234126782	-0.0538329789176716
COMMD4	0.0790654326861047	0.0454764816283405	-0.0277001519877746
COMMD5	-0.0202669685907764	-0.133391538221814	-0.0729007008775421
COMMD6	-0.093038148532211	-0.207236126711253	-0.092467695646087
COMMD7	-0.128627387652148	-0.164079758078353	-0.060755519829932
COMMD8	0.0942468445687552	0.0737016396564583	0.0198887597909081
COMMD9	0.0525888689943287	-0.133929587156359	0.00360022230763203
COMP	-0.163429711246353	-0.239156748293263	-0.0788206027912499
COMT	-0.20183903529641	-0.342899253730238	-0.197176680832494
COMTD1	-0.29261376192596	-0.429523096451405	-0.274041352992149
COP1	-0.114636309735338	-0.151166218986461	-0.109232054206325
COPA	0.0921983375077812	0.0957056303360397	0.0607728363586844
COPB1	0.0518483545244421	0.0469490735883063	0.0353387899845797
COPB2	0.112027821570639	0.0979425288006971	0.0375137571348856
COPE	-0.116991419114986	-0.258983841916615	-0.213783638935194
COPG1	0.250810563404138	0.236260173241449	0.131176353789407
COPG2	-0.0564350214331382	-0.12402484598042	-0.12353164778981
COPRS	-0.109165978747025	-0.243250167206091	-0.117427649951424
COPS2	-0.00671021558721196	-0.0140381961667741	0.0228230712953988
COPS3	0.197340958986994	0.180817817951394	0.0896438216895079
COPS4	-0.212463125758454	-0.308468691624384	-0.123311405713836
COPS5	0.17563033461477	0.14774729538933	0.14401374042473
COPS6	-0.15649925588442	-0.293388126916364	-0.225925232679857
COPS7A	0.0483817608998511	0.0542019264100951	0.0515774446227356
COPS7B	0.163645709059313	0.15239671897721	0.105134767126504
COPS8	-0.207708309785425	-0.1729207370157	-0.0662608353461955
COPS9	-0.0148427848060099	-0.124565806114945	-0.0267511697522144
COPZ1	-0.262936133080095	-0.382095204265286	-0.295155391943824
COPZ2	0.0195588495235399	-0.0260442437934294	0.0147017541671232
COQ10A	0.156562056325027	0.240022776155632	0.176501558888725
COQ10B	0.153959262128072	0.0600677952476312	0.0228158631578412
COQ2	0.0924716627935121	0.124400561121418	0.0446431796174525
COQ3	0.193601033942733	0.302639180431865	0.205266723411995
COQ4	0.00391246960671091	0.0376340390947435	0.00855533791657595
COQ5	-0.0244828107807634	-0.0414948456264721	0.00497652076991078
COQ6	0.0665923757261715	0.0731330609678836	0.0224626545803833
COQ7	-0.0301299519927929	-0.0442415435101001	-0.0303752516385158
COQ8A	0.0196832163498554	0.0322695233105841	0.0822747295274459
COQ8B	-0.0836381200092422	-0.154777919985033	-0.0182859193445037
COQ9	-0.108960815285538	-0.0392518370329891	-0.0751517874503242
CORO1A	-0.227082777635019	-0.289397336136165	-0.132792363331729
CORO1B	0.0583968487572626	0.0269536094200629	-0.0105939306906309
CORO1C	0.0826234295380062	0.0220664114352093	0.0176366974192104
CORO2A	0.301353734501085	0.332149847908562	0.202720172254951
CORO2B	0.113069873968737	0.0990439880277382	0.0765499412647061
CORO6	0.205280468509073	0.294218613485429	0.112455845778078
CORO7	0.385672132571006	0.418682730210937	0.232034821291489
CORT	-0.00012827978047371	-0.158826522495104	-0.0167507620322794
COTL1	-0.000741192445425651	-0.0385888982350705	0.0107085237796725
COX10	0.189200767561768	0.148360920120372	0.0686974858693448
COX11	0.0240469559889474	-0.045973979321103	0.078562979905163
COX14	0.0869480979458902	0.0226895729016479	0.049340452223006
COX15	0.0733562251010312	0.105367136981678	0.106762898488042
COX17	0.207985179630771	0.13302892099124	0.0828239135667641
COX18	-0.0736080981480783	-0.0173044794071347	0.00030397401924529
COX19	0.0369246699218638	0.0702828918580194	0.0393130244447155
COX20	0.0528674816791005	0.0861641626866928	0.118183455102894
COX4I1	0.11934702622931	-0.0410245498399128	0.0267938653579183
COX4I2	0.187405837523331	0.0323317151078899	-0.0450781772001593
COX5A	0.229390818388211	0.180857522226634	0.100799436812231
COX5B	0.151598122146946	0.0391459373602478	0.0456036885246815
COX6A1	0.0181946660406817	-0.107527163716702	-0.0183216124536932
COX6A2	-0.176218627356485	-0.250516887678379	-0.177952367846923
COX6B1	0.0110320231583172	-0.165816944383628	-0.0740147820999284
COX6B2	0.0587646769419543	0.0485888964618485	-0.0186288829367343
COX6C	0.00954843179112596	-0.126470383780419	-0.0351505816792955
COX7A1	0.335048882692312	0.432794822444808	0.267747232972636
COX7A2	0.0458521901689019	-0.0792140137230696	-0.037373394154178
COX7A2L	0.0266159205189693	0.0809008970288702	0.0944093690594874
COX7B	0.0987357755037089	-0.00965913950190295	0.0219174101969653
COX7C	0.0187957333097202	-0.144173560482616	-0.0653097227180199
COX8A	0.0380135918695723	-0.0214449749928459	0.027079382893219
COX8C	0.105817171219638	0.200093453508883	0.136478009228298
CPAMD8	-0.31761189625866	-0.447294861648444	-0.258057782993225
CPD	-0.0746470458613698	-0.104821302374162	-0.0635225003781352
CPE	-0.268332679964597	-0.347108833250745	-0.149048388182557
CPEB1	0.0809643629636079	0.0462812438402603	0.0432861699805814
CPEB2	-0.078261442399033	-0.0780299706918523	-0.0314607085119395
CPEB3	0.242159643342735	0.297759053869905	0.222059811015572
CPEB4	0.100769080443035	0.213471449030897	0.153677301364069
CPLX1	0.402446159356961	0.474667597155648	0.28328171879681
CPLX2	0.273814012609566	0.405843299003534	0.214427777719315
CPLX3	-0.316786763327315	-0.442025022543315	-0.275445792673758
CPM	-0.0291891735942369	-0.0274157915791031	0.0209919680499946
CPN2	0.00846514653476614	0.0609118971544884	0.0171034413769444
CPNE1	0.0268634607315247	0.0150214703337422	0.00738296897845764
CPNE2	-0.253726553228772	-0.364572017757625	-0.249714892229707
CPNE3	-0.217841274231735	-0.197071991870158	-0.139910633574379
CPNE4	-0.131882322509423	-0.0564918033398102	-0.046250283111574
CPNE5	-0.231938974138943	-0.29085158813398	-0.156391798489371
CPNE6	-0.332406057119409	-0.445495215804617	-0.2949433710732
CPNE7	-0.264851908358133	-0.379965058358759	-0.225067402036899
CPNE8	-0.0413753029934933	-0.0512791247820895	-0.000416855896263763
CPNE9	0.182711715477619	0.34444996006078	0.16411268562425
CPOX	-0.0663890666689739	-0.0252328664716388	-0.0235205298830267
CPPED1	0.170694256204945	0.18418826199541	0.16268363666773
CPQ	-0.0702555996990653	-0.0939045171308103	-0.0281811402477864
CPSF1	0.180363710849193	0.347992178983148	0.201840261997085
CPSF2	-0.0445748054957614	-0.0459846922558005	-0.0269483608544534
CPSF3	0.173677631170109	0.135416439241142	0.107422262546656
CPSF4	-0.13977862168194	-0.166412658692638	-0.089398100590088
CPSF6	-0.183529471828338	-0.220374206608617	-0.10445537191027
CPSF7	-0.0561730419598655	-0.0172252259325876	-0.0270948906199832
CPT1A	0.0409346332020788	-0.0719093868975985	0.06637698817829
CPT1C	-0.286378079232383	-0.390292327820288	-0.246530568447273
CPT2	0.122410741178429	0.0308737775504605	0.0926652658644663
CPTP	-0.0390340436605175	-0.0277084756164769	0.0209599508368026
CPVL	-0.0753421255116975	-0.193993413727718	-0.129575114541944
CPXM2	0.0826505510994456	-0.0173779077106913	0.0310670446579881
CPZ	-0.0192662971897093	-0.0737889887425422	-0.0675661026307575
CR2	0.00408277436105718	0.0323706482597556	0.0538125400847741
CRABP1	0.203538322236844	0.252523163088915	0.199551281434258
CRABP2	-0.0127061244722289	0.0267299771416571	-0.0723067191609995
CRACR2B	-0.0840170922701137	-0.144748971726617	-0.0917078867864136
CRADD	-0.129329908348255	-0.247794543885346	-0.17441560810913
CRAMP1	0.0506164288778572	0.111709624624094	0.0189439583607004
CRAT	-0.0950016298550909	-0.206046958935248	-0.0940143016049496
CRB1	-0.206005099434262	-0.225060951534644	-0.0718484511178065
CRB2	-0.15609891909163	-0.214410609761803	-0.104433118620135
CRB3	0.0753149900768692	0.0797494833012948	0.0506521773306379
CRBN	0.175399360985414	0.0537905776102447	0.0372113914900225
CRCP	-0.00762266609836205	0.0730182254194384	0.041470204653169
CRCT1	-0.0747916749655241	-0.0920620069771453	-0.0156681033348239
CREB1	0.0446039883176677	0.05141060742478	0.0359280795874359
CREB3	-0.206018529444657	-0.239713011585659	-0.079755317450506
CREB3L1	-0.0574604090366281	-0.0458893978846512	-0.00725086420527512
CREB3L2	0.0138164831282047	0.0277278637551319	0.00878430449036107
CREB3L3	0.069763210220244	-0.0971698558133986	-0.0303753387622637
CREB3L4	0.0545882690832818	0.0789763309818542	-0.0073955769634209
CREB5	-0.0244196718238888	-0.010765201011423	-0.0158950806977231
CREBBP	0.0750226848541743	0.0717386773757774	0.00566846977369681
CREBL2	0.0308793060873436	0.0698459529219942	0.0268724821683695
CREBRF	0.208495520248723	0.305669933538521	0.201617460306431
CREBZF	0.219301779593251	0.363275519709612	0.167956423783542
CREG1	-0.16070830477111	-0.0906154715360443	-0.0268320811377364
CREG2	-0.0653481777376815	-0.0900700585790411	-0.0067747953311135
CRELD1	0.0882346266332173	0.0890607822141073	-0.00462195838831402
CRELD2	-0.15105692918907	-0.269818640645809	-0.177124262901836
CREM	-0.24976264925402	-0.412175712458671	-0.182265192999256
CRH	0.0274308942049563	0.00767850213118984	0.102066352991632
CRHBP	-0.19142574539411	-0.388458936270701	-0.153794598611234
CRIM1	-0.180523704147654	-0.241141410780013	-0.108988706355243
CRIP1	-0.110182432230194	-0.173314852108929	-0.0875867120886316
CRIP2	-0.228311217957604	-0.345179933382477	-0.133591800985968
CRIP3	-0.000448184677681847	0.126887639094709	-0.00271649550499771
CRIPAK	-0.0112809853484342	0.0404231600940951	-0.0558097015117957
CRIPT	-0.180458346300061	-0.206393332438043	-0.126209412416783
CRISPLD1	0.104601916314821	0.125537357905653	0.0583393392944041
CRK	-0.0525250811748935	-0.0849655466277462	-0.0648299702375419
CRKL	0.00551206404655707	0.0425446891347257	0.082424831379711
CRLF1	-0.0762819532060603	-0.223862436369626	-0.0765858319069976
CRLF2	0.0461797122843574	-0.0634560139159082	-0.0317068598676856
CRLF3	-0.170741689482317	-0.167089495035357	-0.117298985441573
CRLS1	-0.0335319038815682	0.0400949468517895	-0.0316564298009633
CRMP1	-0.219113439038536	-0.246457090893657	-0.139337583323337
CRNDE	-0.185863421050247	-0.285169179760335	-0.146440109225199
CRNKL1	-0.163689579923011	-0.156459022619524	-0.0727272602006478
CROCC	-0.0332170626796374	-0.0443367972828049	-0.0568993363089539
CROCCP2	0.169906505071358	0.25424034904316	0.0998113074769246
CROCCP3	0.0939216505708078	0.221708598195415	0.0735447142854078
CROT	-0.0643054355596022	-0.249834317912247	-0.19588126796935
CRSP8P	-0.229514060583203	-0.301080138218536	-0.214342644582209
CRTAC1	0.221808225110309	0.150002475509042	0.128959931326237
CRTAP	0.0212223921648441	0.123304753935417	0.015117359171098
